Title,Price(Ty),Area(m2),Bedroom,Toilet,Location,Price_per_m2(trieu)
"Ngộp bank - Cần bán gấp biệt thự biển Ocean Villas, DT 623m2, view biển đẹp, sổ hồng sở hữu lâu dài",25.0,623,3.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",40.13
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Bán đất kiệt Bình An, khu Hòa Cường Bắc ngay trung tâm Hải Châu, giá chỉ 2. x tỷ (x tiểu học)",0.0,51,,,"Hải Châu, Đà Nẵng",
"Giá ngộp mặt tiền kinh doanh buôn bán 2 tấm, 5x20m trung tâm Đà Nẵng",8.5,100,2.0,3.0,"Hải Châu, Đà Nẵng",85.0
Căn hộ The Filmore Da Nang - Nhận bảng giá & chính sách ưu đãi tháng 9.2024 (mua & nhận nhà ở ngay),5.2,"51,3",1.0,1.0,"Hải Châu, Đà Nẵng",101.36
"Chính chủ gửi bán lô đất MT Hòa Phú 4, KĐT Tây Bắc, P. Hòa Minh, Quận Liên Chiểu, Đà Nẵng",3.25,80,,,"Liên Chiểu, Đà Nẵng",40.62
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Chính thức có giá bán Shophouse chân đế sở hữu lâu dài The Ponte - Ms Châu Mỹ,17.46,"102,1",2.0,2.0,"Sơn Trà, Đà Nẵng",171.01
"Studio - 1,995 tỷ/33,4m2 view công viên nội khu 5000m2 - Liên hệ0931 199 ***- Châu Mỹ SRT",2.0,"33,4",1.0,1.0,"Sơn Trà, Đà Nẵng",59.73
2PN view sông 76.7m2 - The Symphony - Châu Mỹ SRT - Thưởng vàng 49 triệu,6.39,"76,7",2.0,2.0,"Sơn Trà, Đà Nẵng",83.29
Căn 3PN tòa S3 - Căn đầu hồi 09 - Vị trí trực diện sông tòa S3 - Châu Mỹ SRT,12.24,99,3.0,2.0,"Sơn Trà, Đà Nẵng",123.64
Mã căn studio tòa S3B căn 10 độc quyền - View trực diện sông Hàn - Châu Mỹ SRT,4.18,"33,5",1.0,1.0,"Sơn Trà, Đà Nẵng",124.84
1PN + 1 diện tích 49.5m2 - Tầng 9 view biển - The Symphony - View ban công hướng Đông - Châu Mỹ SRT,3.68,"49,5",1.0,1.0,"Sơn Trà, Đà Nẵng",74.3
Cần bán gấp căn 3PN HAGL 110m2 căn hộ Hoàng Anh Gia Lai full nội thất mới đẹp. Về ở ngay0935 182 ***,2.4,110,3.0,2.0,"Thanh Khê, Đà Nẵng",21.82
Bán cặp đất MT Nguyễn Văn Linh - Đà Nẵng - 71 tỷ - thu nhập 120tr/tháng- Gần Cầu Rồng,71.0,225,,,"Hải Châu, Đà Nẵng",315.56
"Bán đất ngộp bank Nguyễn Hữu An, view sông. DT 10 x 18m = 180m2",7.56,180,,,"Sơn Trà, Đà Nẵng",42.0
"Chính chủ bán đất đường Nguyễn Hữu An, Sơn Trà, Đà Nẵng, gần khách sạn 5* Hòa Bình Green",0.0,180,,,"Sơn Trà, Đà Nẵng",
Sonata By Symphony Da Nang - Tuyệt tác nhà phố biệt thự ven sông Hàn của Sun Group,16.0,108,4.0,5.0,"Sơn Trà, Đà Nẵng",148.15
"Căn hộ Sun Ponte Đà Nẵng, mặt sông Hàn sát cầu Rồng - CK tới 16%, hỗ trợ 0% lãi 30 tháng",5.2,77,3.0,3.0,"Sơn Trà, Đà Nẵng",67.53
"Bán đất đường 7m5 Hải Triều DT200m2 (8x25m) gần sông và biển, ngay UBND Ngũ Hành Sơn giá chỉ 7,X tỷ",0.0,200,,,"Ngũ Hành Sơn, Đà Nẵng",
Bán hoặc cho thuê góc 618m2 Lê Thanh Nghị có nhà 5 tầng,69.0,618,5.0,5.0,"Hải Châu, Đà Nẵng",111.65
Bán biệt thự 3tầng tại Làng Châu Âu 1 - full nội thất,0.0,250,4.0,5.0,"Sơn Trà, Đà Nẵng",
Bán lô đất Hoà Phú 23 - khu E12 Kim Long - Liên chiểu. Lh0935 050 ***,4.3,90,,,"Liên Chiểu, Đà Nẵng",47.78
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Cặp đất biệt thự mặt tiền 22m cách đường Thăng Long 50m,0.0,545,,,"Hải Châu, Đà Nẵng",
"Bán nhà 3 tầng 2 mặt tiền - đường Tống Phước Phổ, Hải Châu, Đà Nẵng",9.8,128,4.0,,"Hải Châu, Đà Nẵng",76.56
"Chuyển nhượng gấp căn 1 PN view sông Hàn - giá gốc CĐT Filmore, chiết khấu hấp dẫn",5.25,"51,3",1.0,1.0,"Hải Châu, Đà Nẵng",102.32
Cần bán lô đất đường Đinh Đức Thiện Hòa Minh Liên Chiểu Đà Nẵng,4.35,90,,,"Liên Chiểu, Đà Nẵng",48.33
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán đất FPT VIP Nam Kỳ Khởi Nghĩa & block đối lưng NKKN, cạnh tòa FPT cạnh sông, trường",12.85,306,,,"Ngũ Hành Sơn, Đà Nẵng",42.0
"Shophouse kinh doanh mặt tiền đường Trần Hưng Đạo, phía sau view trực diện sông",15.73,108,,,"Sơn Trà, Đà Nẵng",145.6
"Toà căn hộ dòng tiền khủng ngay phố Sơn Trà - sát Phạm Văn Đồng. Giá chỉ 12, x tỷ",12.99,100,11.0,12.0,"Sơn Trà, Đà Nẵng",129.9
Bán gấp 3 lô liền kề DT 463m2 cạnh biển Mỹ Khê - sản phẩm hiếm để xây dựng căn hộ và khách sạn,29.0,463,,,"Sơn Trà, Đà Nẵng",62.64
"Giỏ hàng độc quyền các biệt thự ven biển, giá đầu tư, chính sách tốt và cho thuê thanh khoản cao",0.0,300,4.0,4.0,"Ngũ Hành Sơn, Đà Nẵng",
Siêu phẩm tòa căn hộ An Thượng 3 giá rẻ nhất xứng đáng đầu tư / cho thuê gần 1 tỷ/năm,22.5,90,8.0,8.0,"Ngũ Hành Sơn, Đà Nẵng",250.0
"Mt đường Lê Văn Thủ 7m5, đối diện công viên xanh mát. DT 105m2 giá 5,3 tỷ TL. Cách sông Hàn 400m",5.3,105,,,"Ngũ Hành Sơn, Đà Nẵng",50.48
Chính chủ cần nhượng lại căn hộ view biển Mỹ Khê - full nội thất cao cấp - cạnh phố tây An Thượng,3.5,82,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",42.68
Bán nhà biệt thự 4 tầng + hầm mặt tiền An Đồn 5. Dòng tiền 40tr/ tháng0932 560 ***,0.0,196,4.0,,"Sơn Trà, Đà Nẵng",
"Còn lại vài lô đất VÀNG, mặt tiền triệu đô Võ Nguyên Giáp0932 560 ***",0.0,1.500,,,"Sơn Trà, Đà Nẵng",
"Bán đất đường Nhơn Hòa 10 - vị trí đẹp, tiện ích hoàn hảo",2.75,100,,,"Cẩm Lệ, Đà Nẵng",27.5
Cần ra các lô đất biển mặt tiền view biển - siêu hot,0.0,1.000,,,"Sơn Trà, Đà Nẵng",
"Cần bán KS 7 tầng, mặt tiền đường Hoàng Sa, view biển trực diện0932 560 ***",0.0,305,,,"Sơn Trà, Đà Nẵng",
"CC ngộp bank - bán gấp căn hộ 1PN, 65m2 full nội thất căn hộ Altara Suites Đà Nẵng",3.9,65,1.0,1.0,"Sơn Trà, Đà Nẵng",60.0
"Chính chủ cần bán gấp căn nhà Triệu Việt Vương, nhà 3 tầng mới, thiết kế hiện đại full nội thất",15.9,109,5.0,,"Sơn Trà, Đà Nẵng",145.87
"Chiết khấu 15% - Chỉ thanh toán 9,7 tỷ sở hữu villa biển 2PN, 490m2 Fusion Resort0903 407 ***",0.0,490,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Nhà 2 mê đúc 3PN, 72m2 mặt tiền Mai Xuân Thưởng, Thanh Khê, Đà Nẵng",4.0,72,3.0,2.0,"Thanh Khê, Đà Nẵng",55.56
Bán cặp lô đất Hoà Phú 20 - Khu E10 Kim Long - View đẹp,10.0,185,,,"Liên Chiểu, Đà Nẵng",54.05
Bán lô đất khu E Kim Long - Hướng Đông Nam. LH0935 050 ***,4.45,100,,,"Liên Chiểu, Đà Nẵng",44.5
Bán cặp lô đất Phú Lộc 22 - khu A4 Phương Trang. LH0935 050 ***,9.6,196,,,"Liên Chiểu, Đà Nẵng",48.98
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Bán lô đất Hoà Minh 27 - Liên Chiểu - Đà Nẵng Lh0935 050 ***gặp chủ,4.9,"122,5",,,"Liên Chiểu, Đà Nẵng",40.0
Bán lô đất đẹp Bàu Mạc 6 - gần biển,3.15,"107,5",,,"Liên Chiểu, Đà Nẵng",29.3
Bán lô đất Vũ Xuân Thiều - Hoà Xuân - Đà Nẵng. LH0935 050 ***gặp chủ,4.3,100,,,"Cẩm Lệ, Đà Nẵng",43.0
"Siêu Phẩm Nhà 3 Tầng Mặt Tiền Đinh Đức Thiện,Hoà Minh-Liên Chiểu - Đà Nẵng - Full Nội Thất Hiện Đại",6.5,90,4.0,4.0,"Liên Chiểu, Đà Nẵng",72.22
"Căn nhà rẻ nhất đường Lê Thanh Nghị, Hải Châu, 9, x tỷ",8.5,71,3.0,4.0,"Hải Châu, Đà Nẵng",119.72
"Chủ cần tiền bán cắt lỗ căn hộ tòa P2 Sun Cosmo mặt biển, trung tâm đường Nguyễn Văn Thoại, Đà Nẵng",0.0,99,3.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",
"Chính chủ gửi bán đất đường Lê Văn Hưu, thông Chương Dương, cách sông Hàn chưa đầy 100m",0.0,"106,2",,,"Ngũ Hành Sơn, Đà Nẵng",
"Bán nhà MT 3 tầng đẹp Q. Hải Châu, giá 6, x tỷ",0.0,100,3.0,4.0,"Hải Châu, Đà Nẵng",
"Bán cặp Shophouse liền kề Halla Jade Residences - Nại Nam, Hải Châu, đang cho thuê 72tr/tháng",0.0,300,,,"Hải Châu, Đà Nẵng",
"Bán lô đất MT đường 25m, gần bến xem trung tâm Đà Nẵng, 133m2",5.3,135,,,"Liên Chiểu, Đà Nẵng",39.26
Bán lô đất Hoà Phú 25 - Khu E Kim Long - Liên Chiểu. Lh0935 050 ***,4.3,"97,5",,,"Liên Chiểu, Đà Nẵng",44.1
Cần bán tòa căn hộ 8 tầng ngay phố đi bộ An Thượng. Cách biển chỉ 200m,25.0,90,14.0,15.0,"Ngũ Hành Sơn, Đà Nẵng",277.78
Bán lô đất Hoà Phú 27 - Khu E9 Kim Long - Liên Chiểu. Lh0935 050 ***,4.35,100,,,"Liên Chiểu, Đà Nẵng",43.5
"Bán cặp đất ngang 12m khu dân cư nhà máy cao su, gần công viên, giá 16 tỷ x sạch đẹp",16.0,204,,,"Ngũ Hành Sơn, Đà Nẵng",78.43
Bán lô đất đẹp Hoà Phú 31 - khu E Kim Long - Wieu Công Viên,4.38,95,,,"Liên Chiểu, Đà Nẵng",46.1
"Bán đất đường 7m5 gần chợ Lệ Trạch, Hoà Tiến, Hoà Vàng, Đà Nẵng",1.35,120,,,"Hòa Vang, Đà Nẵng",11.25
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Bán đất đường Thanh Lương 21 sát cầu Nguyễn Tri Phương,3.9,100,,,"Cẩm Lệ, Đà Nẵng",39.0
"Hàng vip - Lô đất ngang 9m mặt tiền đường Lê Tự Nhất Thống, giá chỉ 26 triệu/m2 rẻ nhất thị trường",2.8,108,,,"Liên Chiểu, Đà Nẵng",25.93
"Bán đất 2 mặt kiệt đường Khái Tây 1, Hoà Quý, Ngũ Hành Sơn, Đà Nẵng",1.58,98,,,"Ngũ Hành Sơn, Đà Nẵng",16.12
"Bán đất đường Khái Tây 6, Hoà Quý, Ngũ Hành Sơn, Đà Nẵng",2.4,100,,,"Ngũ Hành Sơn, Đà Nẵng",24.0
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Bán nhà đẹp đường Lê Đình Chinh, Hoà Quý, Ngũ Hành Sơn, Đà Nẵng",3.48,100,3.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",34.8
"Bán nhà 3 tầng đường Trưng Nữ Vương, DT 140m2, mặt tiền 7m, giá 11 x tỷ",0.0,140,3.0,3.0,"Hải Châu, Đà Nẵng",
Sở hữu căn hộ 5 sao mặt tiền biển sầm uất bậc nhất đà nẵng với giá chỉ 1 tỷ 7,1.7,47,,,"Ngũ Hành Sơn, Đà Nẵng",36.17
"Bán gấp nhà 2 MT đường Trần Cao Vân, DT 92.5m2 - giá chỉ 9.3 tỷ",9.3,"92,5",3.0,,"Thanh Khê, Đà Nẵng",100.54
Đầu tư căn 1PN+1 ven sông Hàn để cho thuê với mức thu nhập thụ động lên đến 20 - 30 triệu/tháng,3.77,"59,8",2.0,1.0,"Sơn Trà, Đà Nẵng",63.06
"Bán đất đường Đỗ Bá thông thẳng ra biển Mỹ Khê, khu phố Tây sầm uất mặt tiền 10m",28.5,140,,,"Sơn Trà, Đà Nẵng",203.57
"Bán lô đất 2 mặt tiền thôn Dương Sơn, Hoà Tiến, Hoà Vàng, Đà Nẵng",1.32,115,,,"Hòa Vang, Đà Nẵng",11.48
Giá sụp hầm! Chính chủ bán gấp lô đất đường Sơn Thuỷ Đông 4 bãi tắm Sơn Thuỷ,4.2,100,,,"Ngũ Hành Sơn, Đà Nẵng",42.0
"Bán đất mặt tiền Hoàng Ngọc Phách, ngang 7m, gần trường tiểu học, gần chợ cẩm lệ",3.9,88,,,"Cẩm Lệ, Đà Nẵng",44.32
"Bán nhà 2 mê đúc đường 5m5 Mai Xuân Thưởng, trung tâm Thanh Khê, 3PN, có PN dưới, giá chỉ 4 tỷ",4.0,72,3.0,2.0,"Thanh Khê, Đà Nẵng",55.56
Đất Phan Bá Vành: DT: 10 x 15m = 150m2. Vị trí gần sông Hàn,6.7,150,,,"Sơn Trà, Đà Nẵng",44.67
"Bán nhà 4 tầng MT Nguyễn Công Trứ, DT 111m2 ngang 5.5m, vị trí siêu vip, giá nhỉnh 14 tỷ",14.5,111,4.0,4.0,"Sơn Trà, Đà Nẵng",130.63
Lô góc An Thượng 29 - An Thượng 35 - 325m2 - ngang 22m - phố tây An Thượng,49.8,325,,,"Ngũ Hành Sơn, Đà Nẵng",153.23
Góc 2 mặt tiền Bà Huyện Thanh Quan - Chế Lan Viên 190m2 KD sầm uất cách biển 500m,23.0,190,,,"Ngũ Hành Sơn, Đà Nẵng",121.05
Nhà 2 tầng kiệt Trần Cao Vân - Thanh Khê - Đà Nẵng,2.78,40,2.0,2.0,"Thanh Khê, Đà Nẵng",69.5
Đất góc 3 mặt tiền Trần Quang Khải: DT 126m2 - Đường 10m5 khu kinh doanh sầm uất,6.75,126,,,"Sơn Trà, Đà Nẵng",53.57
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Đất biệt thự Đà Nẵng chỉ 17 tr/m2,3.4,200,,,"Liên Chiểu, Đà Nẵng",17.0
Eco Charm vẻ đẹp của khu đô thị sinh thái số 1 Đà Nẵng,0.0,100,,,"Liên Chiểu, Đà Nẵng",
"Bán nhà mới 3 tầng MT đường Vũ Quỳnh, 75m2, 5.35 tỷ TL",5.35,75,3.0,4.0,"Thanh Khê, Đà Nẵng",71.33
"Bán đất nền biệt thự 2 mặt tiền Eco Charm, Nguyễn Lương Bằng, Liên Chiểu. Giá chỉ 2,55 tỷ",2.55,"166,6",,,"Liên Chiểu, Đà Nẵng",15.31
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Hàng đầu tư - bán đất Kinh Dương Vương nối dài - đường 15m cách biển chỉ 500m, giá chỉ: 7.9 tỷ",7.9,"187,5",,,"Liên Chiểu, Đà Nẵng",42.13
"Bán đất mặt tiền đường 10m5 Nguyễn Huy Tưởng, DT: 5.2m x 20m, khu kinh doanh sầm uất",6.5,124,,,"Liên Chiểu, Đà Nẵng",52.42
"Bán lô góc 2 MT đường 10 Lê Quảng Chí và đường Diên Hồng - Hoà Xuân, Cẩm Lệ, Đà Nẵng",14.5,172,,,"Cẩm Lệ, Đà Nẵng",84.3
Đất MT Nam Kỳ Khởi Nghĩa khu FPT Đà Nẵng đối diện FPT Complex,13.16,306,,,"Ngũ Hành Sơn, Đà Nẵng",43.0
"Bán đất đường Thái Văn Lung, Đông Bắc, 100m2 - Hoà Xuân, Cẩm Lệ",4.55,100,,,"Cẩm Lệ, Đà Nẵng",45.5
"Bán nhanh siêu phẩm 3 tầng mới full nội thất kiệt Hoàng Diệu, ngay TT thành phố",4.7,65,4.0,4.0,"Hải Châu, Đà Nẵng",72.31
"Nhượng gấp căn hộ cao gấp 100% view trực diện biển Mỹ Khê, vận hành cho thuê 14 - 16tr/th, sẵn sổ",0.0,65,2.0,2.0,"Sơn Trà, Đà Nẵng",
Cực hiếm lô đất siêu rộng 716m2 ngang 15m Ngô Quyền đường lớn 30m,75.18,716,2.0,2.0,"Sơn Trà, Đà Nẵng",105.0
"Bán gấp lô đất rẻ nhất thị trường đường An Thượng 21, diện tích 78m2, Khu vực kinh doanh sầm uất",6.3,78,,,"Ngũ Hành Sơn, Đà Nẵng",80.77
Bán đất mặt tiền khu An Thượng Dương Tự Quán - Ngũ Hành Sơn - Đà Nẵng,31.57,287,,,"Ngũ Hành Sơn, Đà Nẵng",110.0
"Đất mặt tiền đường 7m5 Đinh Đức Thiện kẹp công viên 10m thoáng mát, trung tâm Quận, khu dân trí cao",4.55,93,,,"Liên Chiểu, Đà Nẵng",48.92
Bán đất góc 2 mặt tiền đường ngay biển Mỹ Khê 200m - Phước Mỹ - Sơn Trà - Đà Nẵng,7.6,"86,7",,,"Sơn Trà, Đà Nẵng",87.66
"Bán nhà mặt tiền Phan Đăng Lưu, Hòa Cường Bắc, Hải Châu, DT 100m2, giá 12,7 tỷ TL",12.7,100,1.0,1.0,"Hải Châu, Đà Nẵng",127.0
Chính chủ cần bán căn hộ tầng 15 ngay mặt sông Hàn - full nội thất,6.0,"70,02",2.0,2.0,"Hải Châu, Đà Nẵng",85.69
"Bán nhà cấp 4 gác lửng đường Giáp Văn Cương, DT 96m2 Hướng Đông Bắc - Giá 3 tỷ 6 TL",3.6,96,3.0,2.0,"Liên Chiểu, Đà Nẵng",37.5
"Bán nhà mới đẹp 4 tầng MT Bàu Năng 5, 85m2, 5.75 tỷ TL",5.75,85,4.0,6.0,"Liên Chiểu, Đà Nẵng",67.65
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
Chính chủ bán lô mặt tiền đường Châu Thị Vĩnh Tế - 120m2 ngang 5m thích hợp kinh doanh,13.8,120,,,"Ngũ Hành Sơn, Đà Nẵng",115.0
Bất động sản đầu tư sinh lời hàng đầu tại khu du lịch Đà Nẵng,60.0,"271,7",32.0,33.0,"Sơn Trà, Đà Nẵng",220.83
Bán nhà 3 tầng mới MT đường Thanh Thủy gần Ông Ích Khiêm. Giá rẻ 8.3 tỷ TL,8.3,84,4.0,4.0,"Hải Châu, Đà Nẵng",98.81
"Bán đất mặt đường Trần Hưng Đạo đối diện công viên, view sông Hàn, sở hữu lâu dài",0.0,100,,,"Sơn Trà, Đà Nẵng",
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
Nhận tư vấn chung cư FPT Plaza Đà Nẵng giá tốt nhất thị trường,1.65,56,2.0,2.0,"Ngũ Hành Sơn, Đà Nẵng",29.46
"Hot! Toà căn hộ cách Phạm Văn Đồng 30m, 8 tầng, 15 PN, có hồ bơi, dòng tiền 1 tỷ/ năm. Giá 22 tỷ",22.0,105,15.0,,"Sơn Trà, Đà Nẵng",209.52
Bán nhà mê lửng mặt tiền đường Phạm Khiêm Ích - P. Khuê Mỹ - Q. Ngũ Hành Sơn - TP Đà Nẵng,4.6,"98,5",2.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",46.7
"Nhà mặt tiền chỉ hơn 2 tỷ - vị trí đẹp, giao thông thuận tiện",2.65,100,2.0,1.0,"Ngũ Hành Sơn, Đà Nẵng",26.5
Bán nhà 3 tầng đường Lê Quang Đạo - khu phố Tây biển Mỹ khê - thích hợp kinh doanh đa lĩnh vực,12.4,83,3.0,3.0,"Ngũ Hành Sơn, Đà Nẵng",149.4
"Bán nhà MT Mai Chí Thọ, vị trí đẹp tiện kinh doanh và ở",0.0,100,3.0,,"Cẩm Lệ, Đà Nẵng",
Chính chủ cần bán gấp toà căn hộ 5 tầng 2 mặt tiền Nghiêm Xuân Yêm 139m2 - có thang máy,11.5,139,10.0,14.0,"Ngũ Hành Sơn, Đà Nẵng",82.73
Chính chủ gửi bán nhanh trục Bắc Sơn - khu hoạt động kinh doanh sầm uất,6.3,125,,,"Cẩm Lệ, Đà Nẵng",50.4
Độc quyền căn góc 2PN Sun Ponte ngay cầu Rồng - Hỗ trợ vay 70% miễn gốc lãi - Đóng 1tỷ1 sở hữu ngay,3.79,68,2.0,2.0,"Sơn Trà, Đà Nẵng",55.72
"Bán 200m2 đường Bùi Thiện Ngộ, gần cầu Nguyễn Tri Phương Hoà Xuân",8.2,200,,,"Cẩm Lệ, Đà Nẵng",41.0
"Chủ cần bán nhà 3 tầng có dòng tiền 25tr/tháng đường Dương Đình Nghệ, gần biển Phạm Văn Đồng",15.0,121,,,"Sơn Trà, Đà Nẵng",123.97
"Bán nhà cấp 4 đường An Thượng 4, diện tích 100m2",0.0,100,,,"Ngũ Hành Sơn, Đà Nẵng",
"Chỉ với 750 triệu/căn sở hữu ngay căn hộ trực diện sông Hàn, nội thất cao cấp. LH:0911 301 ***",0.0,60,2.0,2.0,"Sơn Trà, Đà Nẵng",
"Cần bán gấp lô đất 2 mặt tiền đường Đống Đa - Hải Châu - Đà Nẵng, diện tích 187m2",0.0,187,,,"Hải Châu, Đà Nẵng",
"Nhà 4 tầng Lê Độ, gần đường chính kiệt thông. Ô tô đỗ cách nhà 30m",3.4,43,2.0,3.0,"Thanh Khê, Đà Nẵng",79.07
Bán Đất Biệt Thự Liền Kề Euro Village 2 Cẩm Lệ Đà Nẵng Giá Rẻ Nhất Thị Trường Chỉ Từ 57tr/m2,0.0,200,5.0,6.0,"Cẩm Lệ, Đà Nẵng",
Tổng hợp lãi suất vay mua bất động sản ưu đãi nhất thị trường,,,,,,
"Còn duy nhất căn biệt thự Euro Village 2, DT 300m2, ngang 12m, 3 tầng, nội thất cao cấp, giá 23 tỷ",24.0,300,5.0,6.0,"Cẩm Lệ, Đà Nẵng",80.0
Thanh Huyền - Căn 1PN+ trực diện view sông còn sót lại duy nhất dự án Sun Ponte hỗ trợ đến 70% GTCH,3.0,"69,1",1.0,1.0,"Sơn Trà, Đà Nẵng",43.42
Cập nhật 1 số lô điện âm khu Hoà Xuân sát sông cần bán - Giang Vũ,3.85,105,,,"Ngũ Hành Sơn, Đà Nẵng",36.67
"Bán nhà rẻ nhất Hải Châu, gần Xô Viết Nghệ Tĩnh, mặt tiền đường Phan Trọng Tuệ, kinh doanh tốt",5.5,70,3.0,3.0,"Hải Châu, Đà Nẵng",78.57
Chuyển nhượng quỹ đất phát triển dự án trên 1000 căn hộ tại Đà Nẵng,0.0,5.000,,,"Điện Bàn, Quảng Nam",
"Nhà 3 tầng mới đẹp Trương Chí Cương, Hải Châu, giá 5,8 tỷ",5.8,61,3.0,3.0,"Hải Châu, Đà Nẵng",95.08
"Shophouse Trần Hưng Đạo, biệt thự ven sông Hàn, quỹ căn vip nhất còn sót lại chiết khấu đến 16%",15.34,108,5.0,6.0,"Sơn Trà, Đà Nẵng",142.0
Cần bán căn 2 phỏng ngủ diện tích 109m2 tầng 28 view sông Hàn dự án Azura giá tốt0901 148 ***,7.1,109,2.0,2.0,"Sơn Trà, Đà Nẵng",65.14
"Duy nhất 5 căn shophouse ngoại giao cuối cùng - sổ hồng vĩnh viễn hơn 20 000 dân, mặt tiền 8 - 10m",2.0,58,,,"Liên Chiểu, Đà Nẵng",34.48
"Bán nhà đất tặng nhà 2 tầng đường Nguyễn Văn Thoại cách biển 200m, LH:0905 001 ***",26.0,135,4.0,3.0,"Sơn Trà, Đà Nẵng",192.59
10 căn ngoại giao từ chủ đầu tư - sổ hồng lâu dài - mặt tiền từ 7 - 10cm với 20.000 cư dân,2.5,45,,,"Liên Chiểu, Đà Nẵng",55.56
"Bán nhà kiệt ô tô 5m đường Tôn Đản, Cẩm Lệ, giá tốt",3.75,90,3.0,3.0,"Cẩm Lệ, Đà Nẵng",41.67
"Chủ cần bán lô đất đường 5,5m Dương Đình Nghệ thích hợp xây căn hộ, spa. Giá tốt",8.3,"91,6",,,"Sơn Trà, Đà Nẵng",90.61
Căn hộ Filmore ch0302 view sông Hàn - Căn mặt sông cuối cùng tại Filmore,9.9,"74,8",2.0,2.0,"Hải Châu, Đà Nẵng",132.31
"Bán nhà mặt tiền Đinh Đức Thiện cách biển 500m, diện tích 90m2 tại quận Liên Chiểu, Tp Đà Nẵng",6.5,90,4.0,4.0,"Liên Chiểu, Đà Nẵng",72.22
"Lô đất đẹp đường 7m5 vỉa hè 4m cách biển 500m, vị trí sạch đẹp không lỗi phong thủy",3.85,90,,,"Liên Chiểu, Đà Nẵng",42.78
"Cơ hội hiếm có! Bán đất mặt tiền khu Hòa Khánh mở rộng 100m, đường 7m5, chỉ 2.15 tỷ",2.15,100,,,"Liên Chiểu, Đà Nẵng",21.5
